label,cluster_no
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
kidneybeans,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,6
pigeonpeas,3
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,7
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
mungbean,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
blackgram,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,3
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,5
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,3
lentil,3
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
lentil,6
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,6
mango,6
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,0
orange,6
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,0
orange,7
orange,7
orange,7
orange,0
orange,7
orange,0
orange,6
orange,7
orange,7
orange,0
orange,0
orange,0
orange,7
orange,7
orange,7
orange,7
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,1
papaya,1
papaya,0
papaya,0
papaya,6
papaya,1
papaya,6
papaya,0
papaya,0
papaya,0
papaya,0
papaya,1
papaya,0
papaya,6
papaya,0
papaya,0
papaya,1
papaya,0
papaya,1
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,6
papaya,0
papaya,6
papaya,7
papaya,0
papaya,0
papaya,1
papaya,0
papaya,1
papaya,1
papaya,1
papaya,0
papaya,0
papaya,0
papaya,0
papaya,6
papaya,0
papaya,0
papaya,6
papaya,0
papaya,1
papaya,0
papaya,7
papaya,0
papaya,4
papaya,6
papaya,0
papaya,0
papaya,1
papaya,7
papaya,0
papaya,1
papaya,4
papaya,4
papaya,6
papaya,0
papaya,6
papaya,4
papaya,0
papaya,4
papaya,0
papaya,1
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,6
papaya,1
papaya,1
papaya,0
papaya,0
papaya,0
papaya,0
papaya,6
papaya,4
papaya,7
papaya,0
papaya,0
papaya,1
papaya,6
papaya,0
papaya,0
papaya,0
papaya,0
papaya,1
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,4
coffee,4
coffee,4
coffee,1
coffee,4
coffee,1
coffee,4
coffee,4
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
